Wavlength (nm)	Coastal blue	Blue 475	green 531	Green 560	Red 650	Red 668	RedEdge 705	RedEdge 717	RedEdge 740	NIR
781	3.7418E-175	7.8266E-111	0	4.91911E-81	1.91262E-81	3.5813E-79	2.81858E-70	5.61663E-35	5.65846E-07	0.044001312
782	3.4385E-176	1.4885E-111	0	9.15834E-82	1.10811E-82	1.44369E-80	4.05253E-72	4.68582E-36	2.78122E-07	0.048746016
783	3.1376E-177	2.8156E-112	0	1.69217E-82	6.28248E-84	5.65742E-82	5.51239E-74	3.76158E-37	1.34382E-07	0.053910257
784	2.8427E-178	5.2972E-113	0	3.10289E-83	3.48555E-85	2.15515E-83	7.09368E-76	2.90557E-38	6.3828E-08	0.059519936
785	2.5575E-179	9.912E-114	0	5.64658E-84	1.89237E-86	7.98084E-85	8.63617E-78	2.15958E-39	2.98023E-08	0.065601274
786	2.2846E-180	1.8447E-114	0	1.01977E-84	1.00538E-87	2.87299E-86	9.9469E-80	1.54448E-40	1.3679E-08	0.072180664
787	2.0265E-181	3.4146E-115	0	1.82774E-85	5.22697E-89	1.00538E-87	1.08386E-81	1.06285E-41	6.17204E-09	0.079284492
788	1.7849E-182	6.2865E-116	0	3.25105E-86	2.65927E-90	3.42013E-89	1.11731E-83	7.03783E-43	2.73759E-09	0.086938951
789	1.561E-183	1.1511E-116	0	5.73891E-87	1.32393E-91	1.13101E-90	1.08967E-85	4.48416E-44	1.19365E-09	0.095169836
790	1.3555E-184	2.0964E-117	0	1.00538E-87	6.45006E-93	3.63582E-92	1.00538E-87	2.74915E-45	5.11624E-10	0.104002319
791	1.1688E-185	3.7974E-118	0	1.74795E-88	3.07506E-94	1.1362E-93	8.77579E-90	1.62178E-46	2.15572E-10	0.11346071
792	1.0007E-186	6.8414E-119	0	3.01596E-89	1.43462E-95	3.45156E-95	7.247E-92	9.20583E-48	8.92897E-11	0.123568207
793	8.5079E-188	1.2259E-119	0	5.16436E-90	6.54957E-97	1.01928E-96	5.66172E-94	5.02817E-49	3.63561E-11	0.134346627
794	7.1821E-189	2.1847E-120	0	8.77617E-91	2.92605E-98	2.92605E-98	4.18462E-96	2.6426E-50	1.45519E-11	0.14581613
795	6.0202E-190	3.8726E-121	0	1.4801E-91	1.2792E-99	8.1655E-100	2.92605E-98	1.33638E-51	5.72572E-12	0.157994927
796	5.0107E-191	6.8273E-122	0	2.47726E-92	5.4726E-101	2.2151E-101	1.9356E-100	6.50288E-53	2.21466E-12	0.170898988
797	4.141E-192	1.1971E-122	0	4.1148E-93	2.2911E-102	5.8415E-103	1.2114E-102	3.04478E-54	8.42078E-13	0.184541742
798	3.3982E-193	2.0878E-123	0	6.78302E-94	9.3861E-104	1.4975E-104	7.1724E-105	1.37178E-55	3.14749E-13	0.198933771
799	2.769E-194	3.6215E-124	0	1.10967E-94	3.7628E-105	3.7318E-106	4.0175E-107	5.94684E-57	1.15649E-13	0.21408251
800	2.2404E-195	6.2478E-125	0	1.80161E-95	1.4762E-106	9.0405E-108	2.129E-109	2.48065E-58	4.17724E-14	0.229991951
801	1.7999E-196	1.0721E-125	0	2.90285E-96	5.6671E-108	2.129E-109	1.0673E-111	9.95682E-60	1.48321E-14	0.246662348
802	1.4358E-197	1.8296E-126	0	4.64178E-97	2.129E-109	4.8738E-111	5.0623E-114	3.8455E-61	5.17705E-15	0.264089942
803	1.1373E-198	3.1056E-127	0	7.36617E-98	7.8266E-111	1.0846E-112	2.2715E-116	1.42909E-62	1.77636E-15	0.282266693
804	8.9453E-200	5.243E-128	0	1.1601E-98	2.8156E-112	2.3463E-114	9.6427E-119	5.11026E-64	5.99163E-16	0.301180039
805	6.9861E-201	8.8036E-129	0	1.8132E-99	9.912E-114	4.9343E-116	3.8726E-121	1.75834E-65	1.98667E-16	0.320812668
806	5.4175E-202	1.4703E-129	0	2.8125E-100	3.4146E-115	1.0087E-117	1.4714E-123	5.82156E-67	6.47554E-17	0.341142328
807	4.1716E-203	2.4422E-130	0	4.3295E-101	1.1511E-116	2.0046E-119	5.2888E-126	1.8546E-68	2.07488E-17	0.362141656
808	3.1895E-204	4.0346E-131	0	6.6141E-102	3.7974E-118	3.8726E-121	1.7985E-128	5.68511E-70	6.53545E-18	0.38377805
809	2.4215E-205	6.6294E-132	0	1.0028E-102	1.2259E-119	7.2726E-123	5.7861E-131	1.67688E-71	2.02361E-18	0.406013577
810	1.8254E-206	1.0834E-132	0	1.5088E-103	3.8726E-121	1.3277E-124	1.7611E-133	4.75931E-73	6.15947E-19	0.428804916
811	1.3664E-207	1.7611E-133	0	2.2531E-104	1.1971E-122	2.3561E-126	5.0708E-136	1.29975E-74	1.84301E-19	0.452103356
812	1.0156E-208	2.847E-134	0	3.3388E-105	3.6215E-124	4.0646E-128	1.3813E-138	3.41549E-76	5.42101E-20	0.475854828
813	7.495E-210	4.5778E-135	0	4.9104E-106	1.0721E-125	6.8164E-130	3.56E-141	8.63617E-78	1.56747E-20	0.5
814	5.4924E-211	7.3211E-136	0	7.167E-107	3.1056E-127	1.1112E-131	8.6797E-144	2.10119E-79	4.45539E-21	0.524474411
815	3.9966E-212	1.1645E-136	0	1.0381E-107	8.8036E-129	1.7611E-133	2.0021E-146	4.91911E-81	1.24491E-21	0.549208662
816	2.8876E-213	1.8423E-137	0	1.4923E-108	2.4422E-130	2.713E-135	4.3689E-149	1.10811E-82	3.41948E-22	0.574128661
817	2.0716E-214	2.8988E-138	0	2.129E-109	6.6294E-132	4.0629E-137	9.0196E-152	2.40191E-84	9.2331E-23	0.599155917
818	1.4758E-215	4.5366E-139	0	3.0142E-110	1.7611E-133	5.9148E-139	1.7616E-154	5.00963E-86	2.45077E-23	0.624207887
819	1.0439E-216	7.0613E-140	0	4.2352E-111	4.5778E-135	8.3706E-141	3.2551E-157	1.00538E-87	6.39477E-24	0.649198379
820	7.332E-218	1.0932E-140	0	5.9057E-112	1.1645E-136	1.1516E-142	5.6903E-160	1.94148E-89	1.64026E-24	0.674037992
821	5.1134E-219	1.6832E-141	0	8.1728E-113	2.8988E-138	1.54E-144	9.4106E-163	3.60753E-91	4.1359E-25	0.698634617
822	3.5411E-220	2.5778E-142	0	1.1224E-113	7.0613E-140	2.0021E-146	1.4724E-165	6.45006E-93	1.02517E-25	0.722893967
823	2.4349E-221	3.9264E-143	0	1.5298E-114	1.6832E-141	2.5302E-148	2.1794E-168	1.10967E-94	2.49796E-26	0.746720157
824	1.6625E-222	5.9483E-144	0	2.0693E-115	3.9264E-143	3.1084E-150	3.0519E-171	1.83696E-96	5.98333E-27	0.770016311
825	1.1271E-223	8.9628E-145	0	2.7779E-116	8.9628E-145	3.7121E-152	4.0432E-174	2.92605E-98	1.40886E-27	0.792685199
826	7.5875E-225	1.3432E-145	0	3.7007E-117	2.0021E-146	4.3096E-154	5.0675E-177	4.4848E-100	3.26107E-28	0.814629905
827	5.0718E-226	2.0021E-146	0	4.8928E-118	4.3764E-148	4.8635E-156	6.0087E-180	6.6141E-102	7.42026E-29	0.8357545
828	3.3663E-227	2.9681E-147	0	6.4199E-119	9.3613E-150	5.3356E-158	6.7404E-183	9.3861E-104	1.65976E-29	0.855964737
829	2.2185E-228	4.3764E-148	0	8.3598E-120	1.9595E-151	5.6903E-160	7.1534E-186	1.2817E-105	3.64955E-30	0.875168743
830	1.4518E-229	6.418E-149	0	1.0803E-120	4.0139E-153	5.8992E-162	7.1821E-189	1.684E-107	7.88861E-31	0.893277712
831	9.4338E-231	9.3613E-150	0	1.3855E-121	8.0458E-155	5.9452E-164	6.822E-192	2.129E-109	1.67621E-31	0.910206584
832	6.0868E-232	1.3581E-150	0	1.7635E-122	1.5782E-156	5.8244E-166	6.1304E-195	2.5899E-111	3.50125E-32	0.925874712
833	3.8996E-233	1.9595E-151	0	2.2275E-123	3.0294E-158	5.5469E-168	5.2117E-198	3.0316E-113	7.18929E-33	0.940206496
834	2.4807E-234	2.8121E-152	0	2.7924E-124	5.6903E-160	5.1352E-170	4.1917E-201	3.4146E-115	1.45116E-33	0.953131993
835	1.567E-235	4.0139E-153	0	3.4739E-125	1.0459E-161	4.6215E-172	3.1895E-204	3.7007E-117	2.87947E-34	0.964587484
836	9.8284E-237	5.6983E-154	0	4.2891E-126	1.8814E-163	4.0432E-174	2.296E-207	3.8593E-119	5.61663E-35	0.974515996
837	6.1211E-238	8.0458E-155	0	5.2553E-127	3.3116E-165	3.4385E-176	1.5636E-210	3.8726E-121	1.07698E-35	0.982867777
838	3.7853E-239	1.1299E-155	0	6.3905E-128	5.7041E-167	2.8427E-178	1.0074E-213	3.7392E-123	2.03004E-36	0.989600707
839	2.3243E-240	1.5782E-156	0	7.712E-129	9.6146E-169	2.2846E-180	6.1407E-217	3.4739E-125	3.76158E-37	0.994680656
840	1.4172E-241	2.1925E-157	0	9.2362E-130	1.5859E-170	1.7849E-182	3.5411E-220	3.1056E-127	6.85177E-38	0.998081767
841	8.58E-243	3.0294E-158	0	1.0978E-130	2.5598E-172	1.3555E-184	1.9318E-223	2.6714E-129	1.22688E-38	0.999786681
842	5.1579E-244	4.1631E-159	0	1.2949E-131	4.0432E-174	1.0007E-186	9.9706E-227	2.2112E-131	2.15958E-39	0.999786681
843	3.0788E-245	5.6903E-160	0	1.5159E-132	6.2494E-176	7.1821E-189	4.8684E-230	1.7611E-133	3.73683E-40	0.998081767
844	1.8249E-246	7.7356E-161	0	1.7611E-133	9.4525E-178	5.0107E-191	2.2489E-233	1.3496E-135	6.3563E-41	0.994680656
845	1.074E-247	1.0459E-161	0	2.0304E-134	1.3991E-179	3.3982E-193	9.8284E-237	9.9519E-138	1.06285E-41	0.989600707
846	6.2762E-249	1.4066E-162	0	2.3232E-135	2.0265E-181	2.2404E-195	4.0636E-240	7.0613E-140	1.74706E-42	0.982867777
847	3.6419E-250	1.8814E-163	0	2.6381E-136	2.8723E-183	1.4358E-197	1.5894E-243	4.821E-142	2.823E-43	0.974515996
848	2.0984E-251	2.5028E-164	0	2.973E-137	3.9839E-185	8.9453E-200	5.8817E-247	3.1672E-144	4.48416E-44	0.964587484
849	1.2005E-252	3.3116E-165	0	3.325E-138	5.4074E-187	5.4175E-202	2.0591E-250	2.0021E-146	7.00193E-45	0.953131993
850	6.8198E-254	4.358E-166	0	3.6905E-139	7.1821E-189	3.1895E-204	6.8198E-254	1.2178E-148	1.07479E-45	0.940206496
851	3.8469E-255	5.7041E-167	0	4.0651E-140	9.3349E-191	1.8254E-206	2.1369E-257	7.1273E-151	1.62178E-46	0.925874712
852	2.1547E-256	7.4256E-168	0	4.4438E-141	1.1873E-192	1.0156E-208	6.3345E-261	4.0139E-153	2.40564E-47	0.910206584
853	1.1983E-257	9.6146E-169	0	4.821E-142	1.4778E-194	5.4924E-211	1.7765E-264	2.1751E-155	3.50782E-48	0.893277712
854	6.6176E-259	1.2382E-169	0	5.1906E-143	1.7999E-196	2.8876E-213	4.7133E-268	1.1341E-157	5.02817E-49	0.875168743
855	3.6287E-260	1.5859E-170	0	5.5462E-144	2.1452E-198	1.4758E-215	1.1831E-271	5.6903E-160	7.08516E-50	0.855964737
856	1.9758E-261	2.0203E-171	0	5.8812E-145	2.5021E-200	7.332E-218	2.8093E-275	2.7471E-162	9.81424E-51	0.8357545
857	1.0682E-262	2.5598E-172	0	6.1892E-146	2.8557E-202	3.5411E-220	6.3113E-279	1.2761E-164	1.33638E-51	0.814629905
858	5.7343E-264	3.2258E-173	0	6.464E-147	3.1895E-204	1.6625E-222	1.3414E-282	5.7041E-167	1.78884E-52	0.792685199
859	3.0567E-265	4.0432E-174	0	6.6998E-148	3.486E-206	7.5875E-225	2.6971E-286	2.4533E-169	2.35386E-53	0.770016311
860	1.6179E-266	5.0403E-175	0	6.8916E-149	3.7284E-208	3.3663E-227	5.1307E-290	1.0153E-171	3.04478E-54	0.746720157
861	8.5029E-268	6.2494E-176	0	7.0352E-150	3.9022E-210	1.4518E-229	9.2334E-294	4.0432E-174	3.87168E-55	0.722893967
862	4.4373E-269	7.7067E-177	0	7.1273E-151	3.9966E-212	6.0868E-232	1.572E-297	1.5492E-176	4.8396E-56	0.698634617
863	2.2993E-270	9.4525E-178	0	7.166E-152	4.0055E-214	2.4807E-234	2.5321E-301	5.7121E-179	5.94684E-57	0.674037992
864	1.1831E-271	1.1531E-178	0	7.1502E-153	3.9285E-216	9.8284E-237	3.8586E-305	2.0265E-181	7.18341E-58	0.649198379
865	6.0442E-273	1.3991E-179	0	7.0804E-154	3.7704E-218	3.7853E-239	0	6.9179E-184	8.52987E-59	0.624207887
866	3.0662E-274	1.6884E-180	0	6.9582E-155	3.5411E-220	1.4172E-241	0	2.2723E-186	9.95682E-60	0.599155917
867	1.5445E-275	2.0265E-181	0	6.7863E-156	3.2544E-222	5.1579E-244	0	7.1821E-189	1.14253E-60	0.574128661
868	7.7253E-277	2.4192E-182	0	6.5684E-157	2.9269E-224	1.8249E-246	0	2.1843E-191	1.28878E-61	0.549208662
869	3.8368E-278	2.8723E-183	0	6.3094E-158	2.576E-226	6.2762E-249	0	6.392E-194	1.42909E-62	0.524474411
870	1.8921E-279	3.3919E-184	0	6.0147E-159	2.2185E-228	2.0984E-251	0	1.7999E-196	1.55778E-63	0.5
871	9.265E-281	3.9839E-185	0	5.6903E-160	1.8697E-230	6.8198E-254	0	4.8767E-199	1.66925E-64	0.475854828
872	4.5048E-282	4.654E-186	0	5.3426E-161	1.542E-232	2.1547E-256	0	1.2714E-201	1.75834E-65	0.452103356
873	2.1749E-283	5.4074E-187	0	4.9781E-162	1.2445E-234	6.6176E-259	0	3.1895E-204	1.82076E-66	0.428804916
874	1.0426E-284	6.2488E-188	0	4.6033E-163	9.8284E-237	1.9758E-261	0	7.699E-207	1.85339E-67	0.406013577
875	4.9631E-286	7.1821E-189	0	4.2245E-164	7.5957E-239	5.7343E-264	0	1.7882E-209	1.8546E-68	0.38377805
876	2.3458E-287	8.2103E-190	0	3.8475E-165	5.7445E-241	1.6179E-266	0	3.9966E-212	1.82432E-69	0.362141656
877	1.101E-288	9.3349E-191	0	3.4776E-166	4.2513E-243	4.4373E-269	0	8.5946E-215	1.76408E-70	0.341142328
878	5.1307E-290	1.0556E-191	0	3.1194E-167	3.0788E-245	1.1831E-271	0	1.7784E-217	1.67688E-71	0.320812668
879	2.3741E-291	1.1873E-192	0	2.7769E-168	2.1819E-247	3.0662E-274	0	3.5411E-220	1.56695E-72	0.301180039
880	1.0908E-292	1.3282E-193	0	2.4533E-169	1.5132E-249	7.7253E-277	0	6.7842E-223	1.43937E-73	0.282266693
881	4.9768E-294	1.4778E-194	0	2.151E-170	1.0269E-251	1.8921E-279	0	1.2507E-225	1.29975E-74	0.264089942
882	2.2546E-295	1.6353E-195	0	1.8716E-171	6.8198E-254	4.5048E-282	0	2.2185E-228	1.15375E-75	0.246662348
883	1.0142E-296	1.7999E-196	0	1.6162E-172	4.432E-256	1.0426E-284	0	3.7867E-231	1.00678E-76	0.229991951
884	4.5299E-298	1.9703E-197	0	1.3851E-173	2.8185E-258	2.3458E-287	0	6.2192E-234	8.63617E-78	0.21408251
885	2.009E-299	2.1452E-198	0	1.178E-174	1.754E-260	5.1307E-290	0	9.8284E-237	7.28242E-79	0.198933771
886	8.8474E-301	2.3231E-199	0	9.9429E-176	1.0682E-262	1.0908E-292	0	1.4945E-239	6.03667E-80	0.184541742
887	3.8688E-302	2.5021E-200	0	8.3287E-177	6.3657E-265	2.2546E-295	0	2.1868E-242	4.91911E-81	0.170898988
888	1.6798E-303	2.6803E-201	0	6.9237E-178	3.7123E-267	4.5299E-298	0	3.0788E-245	3.94042E-82	0.157994927
889	7.2422E-305	2.8557E-202	0	5.7121E-179	2.1185E-269	8.8474E-301	0	4.171E-248	3.10289E-83	0.14581613
890	3.1004E-306	3.0262E-203	0	4.6768E-180	1.1831E-271	1.6798E-303	0	5.4371E-251	2.40191E-84	0.134346627
891	1.3179E-307	3.1895E-204	0	3.8001E-181	6.4651E-274	3.1004E-306	0	6.8198E-254	1.82774E-85	0.123568207
892	0	3.3435E-205	0	3.0644E-182	3.4573E-276	0	0	8.231E-257	1.36722E-86	0.11346071
893	0	3.486E-206	0	2.4524E-183	1.8092E-278	0	0	9.559E-260	1.00538E-87	0.104002319
894	0	3.6149E-207	0	1.9477E-184	9.265E-281	0	0	1.0682E-262	7.26759E-89	0.095169836
895	0	3.7284E-208	0	1.5352E-185	4.6429E-283	0	0	1.1486E-265	5.16436E-90	0.086938951
896	0	3.8246E-209	0	1.2009E-186	2.2768E-285	0	0	1.1883E-268	3.60753E-91	0.079284492
897	0	3.9022E-210	0	9.3224E-188	1.0926E-287	0	0	1.1831E-271	2.47726E-92	0.072180664
898	0	3.9598E-211	0	7.1821E-189	5.1307E-290	0	0	1.1333E-274	1.67224E-93	0.065601274
899	0	3.9966E-212	0	5.4913E-190	2.3577E-292	0	0	1.0446E-277	1.10967E-94	0.059519936
900	0	4.0119E-213	0	4.1667E-191	1.0602E-294	0	0	9.265E-281	7.23862E-96	0.053910257
901	0	4.0055E-214	0	3.1377E-192	4.6655E-297	0	0	7.907E-284	4.64178E-97	0.048746016
902	0	3.9776E-215	0	2.3449E-193	2.009E-299	0	0	6.4932E-287	2.92605E-98	0.044001312
903	0	3.9285E-216	0	1.7391E-194	8.4659E-302	0	0	5.1307E-290	1.8132E-99	0.039650704
904	0	3.859E-217	0	1.2801E-195	3.491E-304	0	0	3.9009E-293	1.1045E-100	0.03566933
905	0	3.7704E-218	0	9.3505E-197	1.4087E-306	0	0	2.8539E-296	6.6141E-102	0.032033013
906	0	3.6638E-219	0	6.7785E-198	0	0	0	2.009E-299	3.8935E-103	0.028718343
907	0	3.5411E-220	0	4.8767E-199	0	0	0	1.3608E-302	2.2531E-104	0.02570276
908	0	3.4039E-221	0	3.4819E-200	0	0	0	8.8697E-306	1.2817E-105	0.022964601
909	0	3.2544E-222	0	2.4672E-201	0	0	0	0	7.167E-107	0.020483154
910	0	3.0947E-223	0	1.735E-202	0	0	0	0	3.9398E-108	0.018238686
911	0	2.9269E-224	0	1.2108E-203	0	0	0	0	2.129E-109	0.016212464
912	0	2.7533E-225	0	8.3859E-205	0	0	0	0	1.1309E-110	0.014386769
913	0	2.576E-226	0	5.764E-206	0	0	0	0	5.9057E-112	0.012744896
914	0	2.3971E-227	0	3.9318E-207	0	0	0	0	3.0316E-113	0.011271147
915	0	2.2185E-228	0	2.6617E-208	0	0	0	0	1.5298E-114	0.009950815
916	0	2.0422E-229	0	1.7882E-209	0	0	0	0	7.589E-116	0.00877017
917	0	1.8697E-230	0	1.1923E-210	0	0	0	0	3.7007E-117	0.007716425
918	0	1.7026E-231	0	7.8893E-212	0	0	0	0	1.774E-118	0.006777711
919	0	1.542E-232	0	5.1807E-213	0	0	0	0	8.3598E-120	0.005943041
920	0	1.389E-233	0	3.3763E-214	0	0	0	0	3.8726E-121	0.005202273
921	0	1.2445E-234	0	2.1837E-215	0	0	0	0	1.7635E-122	0.004546073
922	0	1.109E-235	0	1.4016E-216	0	0	0	0	7.8943E-124	0.003965869
923	0	9.8284E-237	0	8.9282E-218	0	0	0	0	3.4739E-125	0.003453816
924	0	8.6637E-238	0	5.6442E-219	0	0	0	0	1.5028E-126	0.003002747
925	0	7.5957E-239	0	3.5411E-220	0	0	0	0	6.3905E-128	0.002606136
926	0	6.6235E-240	0	2.2048E-221	0	0	0	0	2.6714E-129	0.002258053
927	0	5.7445E-241	0	1.3623E-222	0	0	0	0	1.0978E-130	0.001953125
928	0	4.9552E-242	0	8.3543E-224	0	0	0	0	4.4347E-132	0.001686494
929	0	4.2513E-243	0	5.0842E-225	0	0	0	0	1.7611E-133	0.001453778
930	0	3.6277E-244	0	3.0707E-226	0	0	0	0	6.8746E-135	0.001251037
931	0	3.0788E-245	0	1.8406E-227	0	0	0	0	2.6381E-136	0.001074735
932	0	2.5989E-246	0	1.0949E-228	0	0	0	0	9.9519E-138	0.000921703
933	0	2.1819E-247	0	6.4634E-230	0	0	0	0	3.6905E-139	0.000789114
934	0	1.822E-248	0	3.7867E-231	0	0	0	0	1.3453E-140	0.000674446
935	0	1.5132E-249	0	2.2017E-232	0	0	0	0	4.821E-142	0.000575457
936	0	1.2499E-250	0	1.2704E-233	0	0	0	0	1.6983E-143	0.00049016
937	0	1.0269E-251	0	7.2752E-235	0	0	0	0	5.8812E-145	0.000416794
938	0	8.3913E-253	0	4.1346E-236	0	0	0	0	2.0021E-146	0.000353805
939	0	6.8198E-254	0	2.3319E-237	0	0	0	0	6.6998E-148	0.000299823
940	0	5.5127E-255	0	1.3052E-238	0	0	0	0	2.204E-149	0.000253644
941	0	4.432E-256	0	7.2505E-240	0	0	0	0	7.1273E-151	0.000214212
942	0	3.544E-257	0	3.9971E-241	0	0	0	0	2.2657E-152	0.000180601
943	0	2.8185E-258	0	2.1868E-242	0	0	0	0	7.0804E-154	0.000152005
944	0	2.2295E-259	0	1.1873E-243	0	0	0	0	2.1751E-155	0.000127718
945	0	1.754E-260	0	6.3979E-245	0	0	0	0	6.5684E-157	0.000107129
946	0	1.3725E-261	0	3.4213E-246	0	0	0	0	1.9499E-158	8.97055E-05
947	0	1.0682E-262	0	1.8157E-247	0	0	0	0	5.6903E-160	7.49878E-05
948	0	8.2684E-264	0	9.5632E-249	0	0	0	0	1.6324E-161	6.25778E-05
949	0	6.3657E-265	0	4.9986E-250	0	0	0	0	4.6033E-163	5.21326E-05
950	0	4.8744E-266	0	2.593E-251	0	0	0	0	1.2761E-164	4.33568E-05
