Wavlength (nm)	Coastal blue	Blue 475	green 531	Green 560	Red 650	Red 668	RedEdge 705	RedEdge 717	RedEdge 740	NIR
360	1.45519E-11	2.81024E-16	2.2846E-180	3.977E-67	0	0	0	0	0	1.19225E-86
361	2.6267E-11	5.22425E-16	2.8427E-178	1.82076E-66	0	0	0	0	0	2.70954E-86
362	4.70791E-11	9.65946E-16	3.4385E-176	8.27266E-66	0	0	0	0	0	6.14729E-86
363	8.37866E-11	1.77636E-15	4.0432E-174	3.73023E-65	0	0	0	0	0	1.39229E-85
364	1.48064E-10	3.24904E-15	4.6215E-172	1.66925E-64	0	0	0	0	0	3.14801E-85
365	2.59808E-10	5.91057E-15	5.1352E-170	7.41318E-64	0	0	0	0	0	7.10559E-85
366	4.52672E-10	1.06943E-14	5.5469E-168	3.26726E-63	0	0	0	0	0	1.60112E-84
367	7.83146E-10	1.92451E-14	5.8244E-166	1.42909E-62	0	0	0	0	0	3.60168E-84
368	1.34533E-09	3.4446E-14	5.9452E-164	6.20343E-62	0	0	0	0	0	8.08808E-84
369	2.29481E-09	6.13205E-14	5.8992E-162	2.6724E-61	0	0	0	0	0	1.8132E-83
370	3.88679E-09	1.08573E-13	5.6903E-160	1.14253E-60	0	0	0	0	0	4.05792E-83
371	6.53677E-09	1.91198E-13	5.3356E-158	4.84762E-60	0	0	0	0	0	9.06609E-83
372	1.0916E-08	3.34883E-13	4.8635E-156	2.04121E-59	0	0	0	0	0	2.02207E-82
373	1.81006E-08	5.83382E-13	4.3096E-154	8.52987E-59	0	0	0	0	0	4.50226E-82
374	2.98023E-08	1.01079E-12	3.7121E-152	3.53748E-58	0	0	0	0	0	1.00075E-81
375	4.87232E-08	1.74187E-12	3.1084E-150	1.45593E-57	0	0	0	0	0	2.22063E-81
376	7.90951E-08	2.98552E-12	2.5302E-148	5.94684E-57	0	0	0	0	0	4.91911E-81
377	1.27495E-07	5.08946E-12	2.0021E-146	2.41061E-56	0	0	0	0	0	1.08782E-80
378	2.04062E-07	8.62922E-12	1.54E-144	9.69762E-56	0	0	0	0	0	2.40151E-80
379	3.2431E-07	1.45519E-11	1.1516E-142	3.87168E-55	0	0	0	0	0	5.29263E-80
380	5.11785E-07	2.44071E-11	8.3706E-141	1.53402E-54	0	0	0	0	0	1.16444E-79
381	8.01941E-07	4.07157E-11	5.9148E-139	6.03194E-54	0	0	0	0	0	2.55754E-79
382	1.24775E-06	6.75545E-11	4.0629E-137	2.35386E-53	0	0	0	0	0	5.60772E-79
383	1.92769E-06	1.1148E-10	2.713E-135	9.11593E-53	0	0	0	0	0	1.22746E-78
384	2.95718E-06	1.82972E-10	1.7611E-133	3.50362E-52	0	0	0	0	0	2.68219E-78
385	4.50449E-06	2.98691E-10	1.1112E-131	1.33638E-51	0	0	0	0	0	5.85099E-78
386	6.81306E-06	4.84963E-10	6.8164E-130	5.05872E-51	0	0	0	0	0	1.27417E-77
387	1.02322E-05	7.83146E-10	4.0646E-128	1.90041E-50	0	0	0	0	0	2.77003E-77
388	1.52588E-05	1.25784E-09	2.3561E-126	7.08516E-50	0	0	0	0	0	6.01175E-77
389	2.25944E-05	2.00935E-09	1.3277E-124	2.62149E-49	0	0	0	0	0	1.3025E-76
390	3.32209E-05	3.19252E-09	7.2726E-123	9.62597E-49	0	0	0	0	0	2.81715E-76
391	4.85008E-05	5.045E-09	3.8726E-121	3.50782E-48	0	0	0	0	0	6.08278E-76
392	7.03096E-05	7.92932E-09	2.0046E-119	1.2686E-47	0	0	0	0	0	1.31115E-75
393	0.000101207	1.23954E-08	1.0087E-117	4.55314E-47	0	0	0	0	0	2.82139E-75
394	0.000144654	1.92722E-08	4.9343E-116	1.62178E-46	0	0	0	0	0	6.06083E-75
395	0.000205297	2.98023E-08	2.3463E-114	5.73286E-46	1.4087E-306	0	0	0	0	1.29975E-74
396	0.000289309	4.58372E-08	1.0846E-112	2.01116E-45	3.491E-304	0	0	0	0	2.78257E-74
397	0.000404827	7.01187E-08	4.8738E-111	7.00193E-45	8.4659E-302	0	0	0	0	5.94691E-74
398	0.000562477	1.06684E-07	2.129E-109	2.41928E-44	2.009E-299	0	0	0	0	1.26881E-73
399	0.000776012	1.6144E-07	9.0405E-108	8.29564E-44	4.6655E-297	0	0	0	0	2.70245E-73
400	0.001063068	2.4298E-07	3.7318E-106	2.823E-43	1.0602E-294	0	0	0	0	5.74618E-73
401	0.001446043	3.63731E-07	1.4975E-104	9.53385E-43	2.3577E-292	0	0	0	0	1.21972E-72
402	0.001953125	5.41548E-07	5.8415E-103	3.19538E-42	5.1307E-290	0	0	0	0	2.58463E-72
403	0.002619431	8.01941E-07	2.2151E-101	1.06285E-41	1.0926E-287	0	0	0	0	5.4676E-72
404	0.003488288	1.18113E-06	8.1655E-100	3.50849E-41	2.2768E-285	0	0	0	0	1.15466E-71
405	0.0046126	1.73021E-06	2.92605E-98	1.14938E-40	4.6429E-283	0	0	0	0	2.43427E-71
406	0.006056303	2.52085E-06	1.01928E-96	3.73683E-40	9.265E-281	0	0	0	0	5.12321E-71
407	0.007895827	3.65297E-06	3.45156E-95	1.2057E-39	1.8092E-278	0	0	0	0	1.0764E-70
408	0.010221531	5.26492E-06	1.1362E-93	3.86076E-39	3.4573E-276	0	0	0	0	2.2577E-70
409	0.013139006	7.54721E-06	3.63582E-92	1.22688E-38	6.4651E-274	0	0	0	0	4.72734E-70
410	0.016770166	1.07604E-05	1.13101E-90	3.86927E-38	1.1831E-271	0	0	0	0	9.88158E-70
411	0.021253991	1.52588E-05	3.42013E-89	1.21102E-37	2.1185E-269	0	0	0	0	2.06203E-69
412	0.026746802	2.15208E-05	1.00538E-87	3.76158E-37	3.7123E-267	0	0	0	0	4.29557E-69
413	0.033421928	3.01888E-05	2.87299E-86	1.15954E-36	6.3657E-265	0	0	0	0	8.93319E-69
414	0.041468603	4.21194E-05	7.98084E-85	3.5473E-36	1.0682E-262	0	0	0	0	1.8546E-68
415	0.051089962	5.84475E-05	2.15515E-83	1.07698E-35	1.754E-260	0	0	0	0	3.84374E-68
416	0.0625	8.06673E-05	5.65742E-82	3.24498E-35	2.8185E-258	0	0	0	0	7.95272E-68
417	0.075919392	0.000110733	1.44369E-80	9.70318E-35	4.432E-256	0	0	0	0	1.64262E-67
418	0.0915701	0.000151184	3.5813E-79	2.87947E-34	6.8198E-254	0	0	0	0	3.38701E-67
419	0.109668757	0.000205297	8.63617E-78	8.48022E-34	1.0269E-251	0	0	0	0	6.97195E-67
420	0.130418866	0.000277273	2.02449E-76	2.47855E-33	1.5132E-249	0	0	0	0	1.43269E-66
421	0.154001938	0.00037246	4.6134E-75	7.18929E-33	2.1819E-247	0	0	0	0	2.93905E-66
422	0.180567762	0.000497624	1.02198E-73	2.06952E-32	3.0788E-245	0	0	0	0	6.01896E-66
423	0.210224104	0.000661258	2.20077E-72	5.91223E-32	4.2513E-243	0	0	0	0	1.23054E-65
424	0.243026185	0.000873953	4.60702E-71	1.67621E-31	5.7445E-241	0	0	0	0	2.51146E-65
425	0.278966399	0.001148825	9.37517E-70	4.71631E-31	7.5957E-239	0	0	0	0	5.11702E-65
426	0.317964758	0.001501993	1.8546E-68	1.31696E-30	9.8284E-237	0	0	0	0	1.0408E-64
427	0.359860636	0.001953125	3.56645E-67	3.64955E-30	1.2445E-234	0	0	0	0	2.11337E-64
428	0.404406349	0.002526041	6.66706E-66	1.0037E-29	1.542E-232	0	0	0	0	4.28393E-64
429	0.451263131	0.003249368	1.21156E-64	2.73945E-29	1.8697E-230	0	0	0	0	8.66899E-64
430	0.5	0.004157246	2.14028E-63	7.42026E-29	2.2185E-228	0	0	0	0	1.75127E-63
431	0.550095918	0.005290061	3.67542E-62	1.99468E-28	2.576E-226	0	0	0	0	3.5318E-63
432	0.600945525	0.006695204	6.13561E-61	5.32135E-28	2.9269E-224	0	0	0	0	7.11048E-63
433	0.651868588	0.008427819	9.95682E-60	1.40886E-27	3.2544E-222	0	0	0	0	1.42909E-62
434	0.702123109	0.010551513	1.57071E-58	3.70178E-27	3.5411E-220	0	0	0	0	2.86734E-62
435	0.750921859	0.013139006	2.40872E-57	9.65271E-27	3.7704E-218	0	0	0	0	5.74326E-62
436	0.797451889	0.016272658	3.59079E-56	2.49796E-26	3.9285E-216	0	0	0	0	1.14841E-61
437	0.840896415	0.020044844	5.20362E-55	6.4153E-26	4.0055E-214	0	0	0	0	2.29241E-61
438	0.880458268	0.024558117	7.33051E-54	1.6351E-25	3.9966E-212	0	0	0	0	4.56821E-61
439	0.915383999	0.029925103	1.00387E-52	4.1359E-25	3.9022E-210	0	0	0	0	9.08783E-61
440	0.944987628	0.036268069	1.33638E-51	1.03823E-24	3.7284E-208	0	0	0	0	1.80481E-60
441	0.968672999	0.043718115	1.72941E-50	2.58649E-24	3.486E-206	0	0	0	0	3.57819E-60
442	0.985953722	0.052413917	2.1756E-49	6.39477E-24	3.1895E-204	0	0	0	0	7.08197E-60
443	0.996469781	0.0625	2.66056E-48	1.56905E-23	2.8557E-202	0	0	0	0	1.39927E-59
444	1	0.074124473	3.16287E-47	3.8207E-23	2.5021E-200	0	0	0	0	2.76001E-59
445	0.996469781	0.08743623	3.65512E-46	9.2331E-23	2.1452E-198	3.1004E-306	0	0	0	5.43471E-59
446	0.985953722	0.10258159	4.10615E-45	2.21436E-22	1.7999E-196	1.6798E-303	0	0	0	1.06832E-58
447	0.968672999	0.11970041	4.48416E-44	5.27042E-22	1.4778E-194	8.8474E-301	0	0	0	2.09645E-58
448	0.944987628	0.138921688	4.76036E-43	1.24491E-21	1.1873E-192	4.5299E-298	0	0	0	4.10703E-58
449	0.915383999	0.160358752	4.91261E-42	2.9183E-21	9.3349E-191	2.2546E-295	0	0	0	8.03211E-58
450	0.880458268	0.184104111	4.92831E-41	6.78916E-21	7.1821E-189	1.0908E-292	0	0	0	1.56816E-57
451	0.840896415	0.210224104	4.80614E-40	1.56747E-20	5.4074E-187	5.1307E-290	0	0	0	3.05639E-57
452	0.797451889	0.238753494	4.55626E-39	3.59153E-20	3.9839E-185	2.3458E-287	0	0	0	5.94684E-57
453	0.750921859	0.269690199	4.19887E-38	8.16687E-20	2.8723E-183	1.0426E-284	0	0	7.6248E-307	1.15511E-56
454	0.702123109	0.30299035	3.76158E-37	1.84301E-19	2.0265E-181	4.5048E-282	0	0	1.0274E-304	2.23985E-56
455	0.651868588	0.338563887	3.27583E-36	4.1276E-19	1.3991E-179	1.8921E-279	0	0	1.3608E-302	4.33583E-56
456	0.600945525	0.376270933	2.77323E-35	9.1741E-19	9.4525E-178	7.7253E-277	0	0	1.772E-300	8.37886E-56
457	0.550095918	0.415919145	2.28224E-34	2.02361E-18	6.2494E-176	3.0662E-274	0	0	2.2681E-298	1.61643E-55
458	0.5	0.457262258	1.8258E-33	4.42981E-18	4.0432E-174	1.1831E-271	0	0	2.8539E-296	3.11306E-55
459	0.451263131	0.5	1.41989E-32	9.62366E-18	2.5598E-172	4.4373E-269	0	0	3.5301E-294	5.98517E-55
460	0.404406349	0.54377953	1.07342E-31	2.07488E-17	1.5859E-170	1.6179E-266	0	0	4.2924E-292	1.14875E-54
461	0.359860636	0.588198496	7.88861E-31	4.43956E-17	9.6146E-169	5.7343E-264	0	0	5.1307E-290	2.20106E-54
462	0.317964758	0.632809757	5.63563E-30	9.42726E-17	5.7041E-167	1.9758E-261	0	0	6.0286E-288	4.21014E-54
463	0.278966399	0.677127773	3.91379E-29	1.98667E-16	3.3116E-165	6.6176E-259	0	0	6.9636E-286	8.03935E-54
464	0.243026185	0.72063656	2.6422E-28	4.15494E-16	1.8814E-163	2.1547E-256	0	0	7.907E-284	1.53251E-53
465	0.210224104	0.762799075	1.73399E-27	8.62381E-16	1.0459E-161	6.8198E-254	0	0	8.8259E-282	2.91639E-53
466	0.180567762	0.803067828	1.10622E-26	1.77636E-15	5.6903E-160	2.0984E-251	0	0	9.6844E-280	5.54046E-53
467	0.154001938	0.840896415	6.8604E-26	3.63126E-15	3.0294E-158	6.2762E-249	0	0	1.0446E-277	1.05076E-52
468	0.130418866	0.875751677	4.1359E-25	7.36685E-15	1.5782E-156	1.8249E-246	0	0	1.1077E-275	1.98941E-52
469	0.109668757	0.907126088	2.42384E-24	1.48321E-14	8.0458E-155	5.1579E-244	0	0	1.1546E-273	3.76011E-52
470	0.0915701	0.934549995	1.38086E-23	2.9636E-14	4.0139E-153	1.4172E-241	0	0	1.1831E-271	7.09474E-52
471	0.075919392	0.957603281	7.64734E-23	5.87669E-14	1.9595E-151	3.7853E-239	0	0	1.1917E-269	1.33638E-51
472	0.0625	0.975926058	4.11702E-22	1.15649E-13	9.3613E-150	9.8284E-237	0	0	1.18E-267	2.51295E-51
473	0.051089962	0.989228013	2.15461E-21	2.25865E-13	4.3764E-148	2.4807E-234	0	0	1.1486E-265	4.71733E-51
474	0.041468603	0.997296056	1.09615E-20	4.37777E-13	2.0021E-146	6.0868E-232	0	0	1.099E-263	8.8403E-51
475	0.033421928	1	5.42101E-20	8.42078E-13	8.9628E-145	1.4518E-229	0	0	1.0338E-261	1.65385E-50
476	0.026746802	0.997296056	2.60619E-19	1.60749E-12	3.9264E-143	3.3663E-227	0	0	9.559E-260	3.08876E-50
477	0.021253991	0.989228013	1.21799E-18	3.04538E-12	1.6832E-141	7.5875E-225	0	0	8.6889E-258	5.7588E-50
478	0.016770166	0.975926058	5.53343E-18	5.72572E-12	7.0613E-140	1.6625E-222	0	0	7.764E-256	1.07186E-49
479	0.013139006	0.957603281	2.44376E-17	1.06836E-11	2.8988E-138	3.5411E-220	0	0	6.8198E-254	1.9916E-49
480	0.010221531	0.934549995	1.04915E-16	1.97833E-11	1.1645E-136	7.332E-218	0	0	5.8888E-252	3.69425E-49
481	0.007895827	0.907126088	4.37851E-16	3.63561E-11	4.5778E-135	1.4758E-215	0	0	4.9986E-250	6.84082E-49
482	0.006056303	0.875751677	1.77636E-15	6.63059E-11	1.7611E-133	2.8876E-213	0	0	4.171E-248	1.26459E-48
483	0.0046126	0.840896415	7.00562E-15	1.20012E-10	6.6294E-132	5.4924E-211	0	0	3.4213E-246	2.33372E-48
484	0.003488288	0.803067828	2.68582E-14	2.15572E-10	2.4422E-130	1.0156E-208	0	0	2.7588E-244	4.29939E-48
485	0.002619431	0.762799075	1.00097E-13	3.84288E-10	8.8036E-129	1.8254E-206	0	0	2.1868E-242	7.90724E-48
486	0.001953125	0.72063656	3.62639E-13	6.79858E-10	3.1056E-127	3.1895E-204	0	0	1.704E-240	1.45178E-47
487	0.001446043	0.677127773	1.27715E-12	1.19365E-09	1.0721E-125	5.4175E-202	0	0	1.3052E-238	2.66094E-47
488	0.001063068	0.632809757	4.37245E-12	2.07984E-09	3.6215E-124	8.9453E-200	0	0	9.8284E-237	4.86888E-47
489	0.000776012	0.588198496	1.45519E-11	3.59651E-09	1.1971E-122	1.4358E-197	0	0	7.2752E-235	8.89368E-47
490	0.000562477	0.54377953	4.70791E-11	6.17204E-09	3.8726E-121	2.2404E-195	0	0	5.2938E-233	1.62178E-46
491	0.000404827	0.5	1.48064E-10	1.05117E-08	1.2259E-119	3.3982E-193	0	0	3.7867E-231	2.95232E-46
492	0.000289309	0.457262258	4.52672E-10	1.7767E-08	3.7974E-118	5.0107E-191	0	0	2.6627E-229	5.36527E-46
493	0.000205297	0.415919145	1.34533E-09	2.98023E-08	1.1511E-116	7.1821E-189	0	0	1.8406E-227	9.73373E-46
494	0.000144654	0.376270933	3.88679E-09	4.96116E-08	3.4146E-115	1.0007E-186	0	0	1.2507E-225	1.76289E-45
495	0.000101207	0.338563887	1.0916E-08	8.19622E-08	9.912E-114	1.3555E-184	0	0	8.3543E-224	3.18736E-45
496	7.03096E-05	0.30299035	2.98023E-08	1.34382E-07	2.8156E-112	1.7849E-182	0	0	5.4858E-222	5.753E-45
497	4.85008E-05	0.269690199	7.90951E-08	2.18657E-07	7.8266E-111	2.2846E-180	0	0	3.5411E-220	1.03661E-44
498	3.32209E-05	0.238753494	2.04062E-07	3.53088E-07	2.129E-109	2.8427E-178	0	0	2.247E-218	1.86465E-44
499	2.25944E-05	0.210224104	5.11785E-07	5.65846E-07	5.6671E-108	3.4385E-176	0	0	1.4016E-216	3.34841E-44
500	1.52588E-05	0.184104111	1.24775E-06	8.99935E-07	1.4762E-106	4.0432E-174	0	0	8.5946E-215	6.00257E-44
501	1.02322E-05	0.160358752	2.95718E-06	1.42043E-06	3.7628E-105	4.6215E-172	0	0	5.1807E-213	1.07422E-43
502	6.81306E-06	0.138921688	6.81306E-06	2.22498E-06	9.3861E-104	5.1352E-170	0	0	3.0699E-211	1.91916E-43
503	4.50449E-06	0.11970041	1.52588E-05	3.45882E-06	2.2911E-102	5.5469E-168	0	0	1.7882E-209	3.42284E-43
504	2.95718E-06	0.10258159	3.32209E-05	5.33613E-06	5.4726E-101	5.8244E-166	0	0	1.024E-207	6.09426E-43
505	1.92769E-06	0.08743623	7.03096E-05	8.16999E-06	1.2792E-99	5.9452E-164	0	0	5.764E-206	1.08321E-42
506	1.24775E-06	0.074124473	0.000144654	1.2414E-05	2.92605E-98	5.8992E-162	0	0	3.1895E-204	1.92205E-42
507	8.01941E-07	0.0625	0.000289309	1.87198E-05	6.54957E-97	5.6903E-160	0	0	1.735E-202	3.40468E-42
508	5.11785E-07	0.052413917	0.000562477	2.80147E-05	1.43462E-95	5.3356E-158	0	0	9.2774E-201	6.02067E-42
509	3.2431E-07	0.043718115	0.001063068	4.16071E-05	3.07506E-94	4.8635E-156	0	0	4.8767E-199	1.06285E-41
510	2.04062E-07	0.036268069	0.001953125	6.1326E-05	6.45006E-93	4.3096E-154	0	0	2.52E-197	1.87309E-41
511	1.27495E-07	0.029925103	0.003488288	8.97055E-05	1.32393E-91	3.7121E-152	0	0	1.2801E-195	3.29538E-41
512	7.90951E-08	0.024558117	0.006056303	0.000130224	2.65927E-90	3.1084E-150	0	0	6.392E-194	5.78774E-41
513	4.87232E-08	0.020044844	0.010221531	0.00018761	5.22697E-89	2.5302E-148	0	0	3.1377E-192	1.01478E-40
514	2.98023E-08	0.016272658	0.016770166	0.000268238	1.00538E-87	2.0021E-146	0	0	1.5141E-190	1.77621E-40
515	1.81006E-08	0.013139006	0.026746802	0.000380611	1.89237E-86	1.54E-144	0	0	7.1821E-189	3.10366E-40
516	1.0916E-08	0.010551513	0.041468603	0.000535967	3.48555E-85	1.1516E-142	0	0	3.3491E-187	5.41395E-40
517	6.53677E-09	0.008427819	0.0625	0.000749016	6.28248E-84	8.3706E-141	0	0	1.5352E-185	9.42784E-40
518	3.88679E-09	0.006695204	0.0915701	0.001038821	1.10811E-82	5.9148E-139	0	0	6.9179E-184	1.63896E-39
519	2.29481E-09	0.005290061	0.130418866	0.001429839	1.91262E-81	4.0629E-137	0	0	3.0644E-182	2.84436E-39
520	1.34533E-09	0.004157246	0.180567762	0.001953125	3.23048E-80	2.713E-135	0	0	1.3344E-180	4.92787E-39
521	7.83146E-10	0.003249368	0.243026185	0.002647704	5.33946E-79	1.7611E-133	0	0	5.7121E-179	8.523E-39
522	4.52672E-10	0.002526041	0.317964758	0.003562093	8.63617E-78	1.1112E-131	0	0	2.4036E-177	1.47158E-38
523	2.59808E-10	0.001953125	0.404406349	0.004755954	1.3669E-76	6.8164E-130	0	0	9.9429E-176	2.5365E-38
524	1.48064E-10	0.001501993	0.5	0.006301829	2.11713E-75	4.0646E-128	0	0	4.0432E-174	4.3646E-38
525	8.37866E-11	0.001148825	0.600945525	0.008286899	3.20884E-74	2.3561E-126	0	0	1.6162E-172	7.49744E-38
526	4.70791E-11	0.000873953	0.702123109	0.010814688	4.75931E-73	1.3277E-124	0	8.8697E-306	6.351E-171	1.2857E-37
527	2.6267E-11	0.000661258	0.797451889	0.014006591	6.90766E-72	7.2726E-123	0	1.3608E-302	2.4533E-169	2.20103E-37
528	1.45519E-11	0.000497624	0.880458268	0.018003105	9.81096E-71	3.8726E-121	0	2.009E-299	9.3161E-168	3.76158E-37
529	8.00495E-12	0.00037246	0.944987628	0.022964601	1.36359E-69	2.0046E-119	0	2.8539E-296	3.4776E-166	6.41762E-37
530	4.37245E-12	0.000277273	0.985953722	0.029071465	1.8546E-68	1.0087E-117	0	3.9009E-293	1.2761E-164	1.09304E-36
531	2.37148E-12	0.000205297	1	0.036523421	2.46837E-67	4.9343E-116	0	5.1307E-290	4.6033E-163	1.85848E-36
532	1.27715E-12	0.000151184	0.985953722	0.045537846	3.21486E-66	2.3463E-114	0	6.4932E-287	1.6324E-161	3.15455E-36
533	6.82959E-13	0.000110733	0.944987628	0.056346902	4.09738E-65	1.0846E-112	0	7.907E-284	5.6903E-160	5.34534E-36
534	3.62639E-13	8.06673E-05	0.880458268	0.069193312	5.11026E-64	4.8738E-111	0	9.265E-281	1.9499E-158	9.04217E-36
535	1.91198E-13	5.84475E-05	0.797451889	0.084324681	6.23697E-63	2.129E-109	0	1.0446E-277	6.5684E-157	1.52696E-35
536	1.00097E-13	4.21194E-05	0.702123109	0.101986294	7.44897E-62	9.0405E-108	0	1.1333E-274	2.1751E-155	2.57421E-35
537	5.20336E-14	3.01888E-05	0.600945525	0.122412405	8.70587E-61	3.7318E-106	0	1.1831E-271	7.0804E-154	4.33229E-35
538	2.68582E-14	2.15208E-05	0.5	0.14581613	9.95682E-60	1.4975E-104	0	1.1883E-268	2.2657E-152	7.27863E-35
539	1.37657E-14	1.52588E-05	0.404406349	0.172378152	1.11435E-58	5.8415E-103	0	1.1486E-265	7.1273E-151	1.22079E-34
540	7.00562E-15	1.07604E-05	0.317964758	0.202234566	1.22044E-57	2.2151E-101	0	1.0682E-262	2.204E-149	2.04405E-34
541	3.54017E-15	7.54721E-06	0.243026185	0.2354643	1.30799E-56	8.1655E-100	0	9.559E-260	6.6998E-148	3.41664E-34
542	1.77636E-15	5.26492E-06	0.180567762	0.272076649	1.37178E-55	2.92605E-98	0	8.231E-257	2.0021E-146	5.70121E-34
543	8.85043E-16	3.65297E-06	0.130418866	0.311999563	1.40785E-54	1.01928E-96	0	6.8198E-254	5.8812E-145	9.49715E-34
544	4.37851E-16	2.52085E-06	0.0915701	0.355069376	1.41391E-53	3.45156E-95	0	5.4371E-251	1.6983E-143	1.57935E-33
545	2.15089E-16	1.73021E-06	0.0625	0.401022706	1.38957E-52	1.1362E-93	0	4.171E-248	4.821E-142	2.62194E-33
546	1.04915E-16	1.18113E-06	0.041468603	0.449491233	1.33638E-51	3.63582E-92	3.8586E-305	3.0788E-245	1.3453E-140	4.34535E-33
547	5.0814E-17	8.01941E-07	0.026746802	0.5	1.25769E-50	1.13101E-90	2.5321E-301	2.1868E-242	3.6905E-139	7.18929E-33
548	2.44376E-17	5.41548E-07	0.016770166	0.551969777	1.15827E-49	3.42013E-89	1.572E-297	1.4945E-239	9.9519E-138	1.18742E-32
549	1.16698E-17	3.63731E-07	0.010221531	0.604723866	1.04386E-48	1.00538E-87	9.2334E-294	9.8284E-237	2.6381E-136	1.95788E-32
550	5.53343E-18	2.4298E-07	0.006056303	0.657499512	9.20583E-48	2.87299E-86	5.1307E-290	6.2192E-234	6.8746E-135	3.22272E-32
551	2.60528E-18	1.6144E-07	0.003488288	0.709463858	7.94471E-47	7.98084E-85	2.6971E-286	3.7867E-231	1.7611E-133	5.29565E-32
552	1.21799E-18	1.06684E-07	0.001953125	0.759734125	6.70944E-46	2.15515E-83	1.3414E-282	2.2185E-228	4.4347E-132	8.68709E-32
553	5.65406E-19	7.01187E-08	0.001063068	0.807401417	5.54481E-45	5.65742E-82	6.3113E-279	1.2507E-225	1.0978E-130	1.42262E-31
554	2.60619E-19	4.58372E-08	0.000562477	0.85155734	4.48416E-44	1.44369E-80	2.8093E-275	6.7842E-223	2.6714E-129	2.32574E-31
555	1.19283E-19	2.98023E-08	0.000289309	0.891322361	3.54868E-43	3.5813E-79	1.1831E-271	3.5411E-220	6.3905E-128	3.79571E-31
556	5.42101E-20	1.92722E-08	0.000144654	0.925874712	2.74819E-42	8.63617E-78	4.7133E-268	1.7784E-217	1.5028E-126	6.1842E-31
557	2.4463E-20	1.23954E-08	7.03096E-05	0.95447852	2.08266E-41	2.02449E-76	1.7765E-264	8.5946E-215	3.4739E-125	1.00585E-30
558	1.09615E-20	7.92932E-09	3.32209E-05	0.976509813	1.54448E-40	4.6134E-75	6.3345E-261	3.9966E-212	7.8943E-124	1.6332E-30
559	4.87702E-21	5.045E-09	1.52588E-05	0.991479137	1.12083E-39	1.02198E-73	2.1369E-257	1.7882E-209	1.7635E-122	2.64732E-30
560	2.15461E-21	3.19252E-09	6.81306E-06	0.999049633	7.9596E-39	2.20077E-72	6.8198E-254	7.699E-207	3.8726E-121	4.28383E-30
561	9.45175E-22	2.00935E-09	2.95718E-06	0.999049633	5.53139E-38	4.60702E-71	2.0591E-250	3.1895E-204	8.3598E-120	6.92017E-30
562	4.11702E-22	1.25784E-09	1.24775E-06	0.991479137	3.76158E-37	9.37517E-70	5.8817E-247	1.2714E-201	1.774E-118	1.11599E-29
563	1.78067E-22	7.83146E-10	5.11785E-07	0.976509813	2.50322E-36	1.8546E-68	1.5894E-243	4.8767E-199	3.7007E-117	1.79664E-29
564	7.64734E-23	4.84963E-10	2.04062E-07	0.95447852	1.63013E-35	3.56645E-67	4.0636E-240	1.7999E-196	7.589E-116	2.8875E-29
565	3.26112E-23	2.98691E-10	7.90951E-08	0.925874712	1.03881E-34	6.66706E-66	9.8284E-237	6.392E-194	1.5298E-114	4.63277E-29
566	1.38086E-23	1.82972E-10	2.98023E-08	0.891322361	6.47803E-34	1.21156E-64	2.2489E-233	2.1843E-191	3.0316E-113	7.42026E-29
567	5.80582E-24	1.1148E-10	1.0916E-08	0.85155734	3.95315E-33	2.14028E-63	4.8684E-230	7.1821E-189	5.9057E-112	1.18647E-28
568	2.42384E-24	6.75545E-11	3.88679E-09	0.807401417	2.36067E-32	3.67542E-62	9.9706E-227	2.2723E-186	1.1309E-110	1.89388E-28
569	1.00478E-24	4.07157E-11	1.34533E-09	0.759734125	1.3795E-31	6.13561E-61	1.9318E-223	6.9179E-184	2.129E-109	3.01791E-28
570	4.1359E-25	2.44071E-11	4.52672E-10	0.709463858	7.88861E-31	9.95682E-60	3.5411E-220	2.0265E-181	3.9398E-108	4.80086E-28
571	1.69043E-25	1.45519E-11	1.48064E-10	0.657499512	4.4144E-30	1.57071E-58	6.1407E-217	5.7121E-179	7.167E-107	7.62415E-28
572	6.8604E-26	8.62922E-12	4.70791E-11	0.604723866	2.41733E-29	2.40872E-57	1.0074E-213	1.5492E-176	1.2817E-105	1.20871E-27
573	2.7646E-26	5.08946E-12	1.45519E-11	0.551969777	1.29537E-28	3.59079E-56	1.5636E-210	4.0432E-174	2.2531E-104	1.91299E-27
574	1.10622E-26	2.98552E-12	4.37245E-12	0.5	6.79271E-28	5.20362E-55	2.296E-207	1.0153E-171	3.8935E-103	3.02246E-27
575	4.39522E-27	1.74187E-12	1.27715E-12	0.449491233	3.48566E-27	7.33051E-54	3.1895E-204	2.4533E-169	6.6141E-102	4.76724E-27
576	1.73399E-27	1.01079E-12	3.62639E-13	0.401022706	1.75033E-26	1.00387E-52	4.1917E-201	5.7041E-167	1.1045E-100	7.50642E-27
577	6.79271E-28	5.83382E-13	1.00097E-13	0.355069376	8.60101E-26	1.33638E-51	5.2117E-198	1.2761E-164	1.8132E-99	1.17993E-26
578	2.6422E-28	3.34883E-13	2.68582E-14	0.311999563	4.1359E-25	1.72941E-50	6.1304E-195	2.7471E-162	2.92605E-98	1.85157E-26
579	1.02051E-28	1.91198E-13	7.00562E-15	0.272076649	1.94619E-24	2.1756E-49	6.822E-192	5.6903E-160	4.64178E-97	2.90057E-26
